Currency Name,Buying Rate,Cash Buying Rate,Selling Rate,Cash Selling Rate,Middle Rate,Pub Time
NOK,75.52,73.19,76.12,76.49,74.98,2021.02.06 10:30:00
NOK,75.52,73.19,76.12,76.49,74.98,2021.02.06 10:30:00
NOK,75.52,73.19,76.12,76.49,74.98,2021.02.06 10:30:00
NOK,75.52,73.19,76.12,76.49,74.98,2021.02.06 10:30:00
NOK,75.52,73.19,76.12,76.49,74.98,2021.02.06 10:30:00
NOK,75.52,73.19,76.12,76.49,74.98,2021.02.06 05:53:24
NOK,75.52,73.19,76.12,76.49,74.98,2021.02.06 05:53:19
NOK,75.34,73.01,75.94,76.31,74.98,2021.02.06 05:30:00
NOK,75.34,73.01,75.94,76.31,74.98,2021.02.06 05:30:00
NOK,75.34,73.01,75.94,76.31,74.98,2021.02.06 05:30:00
NOK,75.34,73.01,75.94,76.31,74.98,2021.02.06 00:00:05
NOK,75.34,73.01,75.94,76.31,74.98,2021.02.05 23:40:49
NOK,75.34,73.01,75.94,76.31,74.98,2021.02.05 23:40:49
NOK,75.34,73.01,75.94,76.31,74.98,2021.02.05 23:40:49
NOK,75.29,72.96,75.89,76.26,74.98,2021.02.05 23:29:49
NOK,75.26,72.93,75.86,76.22,74.98,2021.02.05 23:27:34
NOK,75.2,72.88,75.8,76.16,74.98,2021.02.05 23:24:42
NOK,75.2,72.88,75.8,76.16,74.98,2021.02.05 23:16:21
NOK,75.34,73.01,75.94,76.31,74.98,2021.02.05 23:11:53
NOK,75.24,72.91,75.84,76.2,74.98,2021.02.05 23:02:38
NOK,75.37,73.04,75.97,76.34,74.98,2021.02.05 22:54:20
NOK,75.36,73.03,75.96,76.33,74.98,2021.02.05 22:53:45
NOK,75.3,72.97,75.9,76.27,74.98,2021.02.05 22:45:31
NOK,75.16,72.84,75.76,76.12,74.98,2021.02.05 21:51:57
NOK,75.21,72.89,75.81,76.17,74.98,2021.02.05 21:49:06
NOK,75.11,72.79,75.71,76.07,74.98,2021.02.05 21:46:19
NOK,75.07,72.75,75.67,76.03,74.98,2021.02.05 21:40:38
